Fila,Nombre,Tipo,Coordenadas
572,Molino Concepción S.A.,UBICACION_COMPARTIDA,"-32.48563, -58.2376"
661,Bazar Maravillas Sucursal,UBICACION_COMPARTIDA,"-32.48567, -58.23734"
682,RUS Seguros,UBICACION_COMPARTIDA,"-32.48563, -58.2376"
721,Cofre de Belleza,UBICACION_COMPARTIDA,"-32.48572, -58.23759"
769,Chocolandia,UBICACION_COMPARTIDA,"-32.48552, -58.23738"
934,Agroveterinaria 9 de Julio,UBICACION_COMPARTIDA,"-32.4856, -58.2375"
203,Tres perros,UBICACION_COMPARTIDA,"-32.4854241, -58.236983"
786,Todo para el Tapicero - Todo Blanco Colchonería,UBICACION_COMPARTIDA,"-32.48542, -58.23693"
1304,Todo Para el Tapicero / Todo Blanco,UBICACION_COMPARTIDA,"-32.4854211, -58.2369256"
439,ConsuMax,UBICACION_COMPARTIDA,"-32.48545, -58.23641"
546,Retro Live (Calzados),UBICACION_COMPARTIDA,"-32.48552, -58.2365"
547,Cuba Shoes,UBICACION_COMPARTIDA,"-32.48555, -58.23666"
554,Patapatín,UBICACION_COMPARTIDA,"-32.48554, -58.23661"
658,Bazar Mauricio,UBICACION_COMPARTIDA,"-32.48553, -58.23657"
411,Medina Roberto Indumentaria,UBICACION_COMPARTIDA,"-32.48538, -58.23594"
438,Crédito Argentino,UBICACION_COMPARTIDA,"-32.48531, -58.23625"
918,Red SPORT,UBICACION_COMPARTIDA,"-32.4853, -58.23625"
162,Papa Luigi,UBICACION_COMPARTIDA,"-32.48573, -58.23536"
342,New Empire Barbershop,UBICACION_COMPARTIDA,"-32.48526, -58.2353"
606,Retro Deportes,UBICACION_COMPARTIDA,"-32.48537, -58.23564"
559,Floreria la Celia,UBICACION_COMPARTIDA,"-32.48541, -58.23465"
662,Baccaro,UBICACION_COMPARTIDA,"-32.48568, -58.23427"
740,DMP Gestoría del Automotor y el Motovehículo,UBICACION_COMPARTIDA,"-32.48564, -58.23451"
828,Personal Trainer Zone,UBICACION_COMPARTIDA,"-32.48541, -58.23456"
83,Escribania Vaccalluzzo,UBICACION_COMPARTIDA,"-32.4857046, -58.2342058"
136,Banco de la Nación Argentina,UBICACION_COMPARTIDA,"-32.4856, -58.23376"
484,Escribania Vaccalluzzo,UBICACION_COMPARTIDA,"-32.48565, -58.23412"
463,Biblioteca Popular El Porvenir,UBICACION_COMPARTIDA,"-32.48547, -58.23331"
927,Librería Congreso,UBICACION_COMPARTIDA,"-32.48547, -58.23362"
1195,Silvi Glamour y Alisados,UBICACION_COMPARTIDA,"-32.4856874, -58.2333365"
179,El Danubio Azul,UBICACION_COMPARTIDA,"-32.48559, -58.23291"
589,Dc Gráfica Digital,UBICACION_COMPARTIDA,"-32.4857, -58.2332"
707,Para ir Picando,UBICACION_COMPARTIDA,"-32.48558, -58.23296"
727,MV Celulares,UBICACION_COMPARTIDA,"-32.48563, -58.23302"
186,Bartolo Bar,UBICACION_COMPARTIDA,"-32.48566, -58.23272"
985,Club Social,UBICACION_COMPARTIDA,"-32.48548, -58.23254"
1004,Parador Plaza,UBICACION_COMPARTIDA,"-32.48568, -58.2327"
363,Jefatura de Policía,UBICACION_COMPARTIDA,"-32.48555, -58.23214"
367,Municipalidad de Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.4854, -58.2318"
356,Poder Judicial de la Provincia de Entre Ríos,UBICACION_COMPARTIDA,"-32.4853, -58.23127"
369,Registro de la Propiedad Inmueble,UBICACION_COMPARTIDA,"-32.4853, -58.23127"
650,Dietética y Herboristería Media Mañana,UBICACION_COMPARTIDA,"-32.48563, -58.23115"
762,Librería Papiros,UBICACION_COMPARTIDA,"-32.48557, -58.23125"
198,Rotisería + MAS SABOR - Comidas para llevar - Viandas,UBICACION_COMPARTIDA,"-32.48553, -58.22949"
896,Farmacia Harispe,UBICACION_COMPARTIDA,"-32.48548, -58.22931"
38,Inmobiliaria Ramirez Muñoz & Cia,UBICACION_COMPARTIDA,"-32.4855592, -58.2286491"
679,Inmobiliaria Ramírez Muñoz & Cía,UBICACION_COMPARTIDA,"-32.48555, -58.22874"
1156,Javiera Osti Estetic,UBICACION_COMPARTIDA,"-32.4852747, -58.2246338"
1359,Electromecánica Arregui,UBICACION_COMPARTIDA,"-32.4853979, -58.224311"
700,El rancho oriental,UBICACION_COMPARTIDA,"-32.48497, -58.24359"
790,Centro Especializado de Natación,UBICACION_COMPARTIDA,"-32.48516, -58.24337"
260,Apart Hotel Bonato,UBICACION_COMPARTIDA,"-32.48486, -58.242"
1197,Studio Agus Lash,UBICACION_COMPARTIDA,"-32.4848603, -58.2421086"
1392,Remises Del Valle,UBICACION_COMPARTIDA,"-32.4848745, -58.2420553"
1393,Servi-Mas (Remises),UBICACION_COMPARTIDA,"-32.4848377, -58.2419046"
27,AZARIO ESTUDIO CONTABLE,UBICACION_COMPARTIDA,"-32.4850024, -58.240099"
66,La casa del Encendido,UBICACION_COMPARTIDA,"-32.4852021, -58.2401751"
953,Libreria Alem,UBICACION_COMPARTIDA,"-32.48503, -58.23986"
193,Confitería La Cuadra,UBICACION_COMPARTIDA,"-32.48486, -58.23828"
306,Laboratorio Gamma Nuclear,UBICACION_COMPARTIDA,"-32.48494, -58.2387"
618,Rotiseria la Croqueta,UBICACION_COMPARTIDA,"-32.48509, -58.23849"
429,Libreria Partenon Técnico Artístico Escolar,UBICACION_COMPARTIDA,"-32.48485, -58.23811"
434,IAPSER Seguros - Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.48494, -58.23781"
500,Pinturerías del Centro,UBICACION_COMPARTIDA,"-32.48486, -58.23775"
505,Pintureria Adrian,UBICACION_COMPARTIDA,"-32.48486, -58.23775"
506,Chareun Instalaciones,UBICACION_COMPARTIDA,"-32.48486, -58.23775"
593,Smart Cel,UBICACION_COMPARTIDA,"-32.48486, -58.23775"
666,She Glow,UBICACION_COMPARTIDA,"-32.48486, -58.23775"
952,Libreria Artistica Nereidas,UBICACION_COMPARTIDA,"-32.48484, -58.23798"
645,Dietética Puiggari,UBICACION_COMPARTIDA,"-32.48481, -58.23745"
669,De Menta y Limón,UBICACION_COMPARTIDA,"-32.48485, -58.23774"
140,BBVA,UBICACION_COMPARTIDA,"-32.48509, -58.23503"
435,Rio Uruguay Cooperativa De Seguros Limitada,UBICACION_COMPARTIDA,"-32.48488, -58.23482"
137,Macro Sucursal Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.48525, -58.23453"
138,Credicoop Bank Coop Ltdo,UBICACION_COMPARTIDA,"-32.48514, -58.23444"
142,Banco Patagonia,UBICACION_COMPARTIDA,"-32.48509, -58.23427"
888,Farmacia Argentina,UBICACION_COMPARTIDA,"-32.48516, -58.23472"
358,Defensoría Pública Oficial ante el Juzgado Federal de Primera Instancia de Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.48504, -58.23398"
755,San Remo,UBICACION_COMPARTIDA,"-32.48492, -58.23416"
907,LM Celulares,UBICACION_COMPARTIDA,"-32.48505, -58.23411"
14,Libreria Proa,UBICACION_COMPARTIDA,"-32.4852166, -58.2337146"
426,Libreria Proa,UBICACION_COMPARTIDA,"-32.48522, -58.23371"
878,Calzados Dinastía,UBICACION_COMPARTIDA,"-32.48499, -58.2337"
94,Basílica Menor Inmaculada Concepción,UBICACION_COMPARTIDA,"-32.48515, -58.23306"
156,Heladería Dany's,UBICACION_COMPARTIDA,"-32.48499, -58.23304"
163,Bella Vista,UBICACION_COMPARTIDA,"-32.4849, -58.23304"
491,Gisela Sack Estudio de Arquitectura,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
495,La Clarita - Construction Materials,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
525,Jardín Maternal Personitas,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
540,Joyeria Paris J Akrich SH,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
569,Planta Concepción del Uruguay Molinos,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
571,La Sampedrina S.A.,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
579,Gomería Puerto Viejo,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
580,La Chamarrita Gomería,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
581,Gomería - Recapados El Misionero,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
584,Gomería Primeros Auxilios,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
617,1077 Rotisería,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
640,Autoservicio Del Alto,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
670,Pandora - Ropa de bebés y niños,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
701,Parrilla Luisito,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
724,Pequitas Boutique,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
735,Casa del Menor,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
962,Complejo Aguas Claras,UBICACION_COMPARTIDA,"-32.48519, -58.23202"
143,Banco Santander,UBICACION_COMPARTIDA,"-32.48489, -58.23114"
269,Atelier London,UBICACION_COMPARTIDA,"-32.48506, -58.2311"
983,Atelier London,UBICACION_COMPARTIDA,"-32.48506, -58.2311"
536,Cornealent Concepción,UBICACION_COMPARTIDA,"-32.48478, -58.22984"
925,Grumete Apart Hotel,UBICACION_COMPARTIDA,"-32.48514, -58.23012"
496,Nuevo Corralon los Boulevares,UBICACION_COMPARTIDA,"-32.48442, -58.25039"
512,Iglesia Asamblea de Dios 248,UBICACION_COMPARTIDA,"-32.48442, -58.25039"
612,Veterinaria La Querencia,UBICACION_COMPARTIDA,"-32.48442, -58.25039"
660,Olimpio,UBICACION_COMPARTIDA,"-32.48442, -58.25039"
216,PANADERIA LA POSADA,UBICACION_COMPARTIDA,"-32.4844152, -58.2466069"
1131,FilóUrbano.barbeshop,UBICACION_COMPARTIDA,"-32.484672, -58.2465558"
857,Herrería y Metalúrgica Beck,UBICACION_COMPARTIDA,"-32.48463, -58.24258"
1279,Herrería y Metalúrgica Beck,UBICACION_COMPARTIDA,"-32.4846304, -58.2425745"
1005,Lomitos Santiagueños,UBICACION_COMPARTIDA,"-32.48453, -58.23934"
1496,Kinesióloga - Estética y Masajes,UBICACION_COMPARTIDA,"-32.4844388, -58.2396736"
688,Elegant Tour,UBICACION_COMPARTIDA,"-32.48444, -58.23925"
723,Artística Artemisa,UBICACION_COMPARTIDA,"-32.48436, -58.2388"
381,Kinesiología y fisiatría: Luciano Javier Lucero,UBICACION_COMPARTIDA,"-32.48442, -58.23855"
911,Viganoni Patricia,UBICACION_COMPARTIDA,"-32.48442, -58.23866"
1326,Tech Seguridad Electrónica,UBICACION_COMPARTIDA,"-32.4843429, -58.2383695"
415,Catalina Rebecca,UBICACION_COMPARTIDA,"-32.48465, -58.23714"
1045,Vinoteca Grandparents,UBICACION_COMPARTIDA,"-32.48466, -58.23691"
88,Dominutti de Bisogni Olga,UBICACION_COMPARTIDA,"-32.4846035, -58.2366032"
265,Casa Mboyeré Hostal,UBICACION_COMPARTIDA,"-32.48442, -58.23644"
436,CREDIL,UBICACION_COMPARTIDA,"-32.4847, -58.23644"
532,Optica Gregori,UBICACION_COMPARTIDA,"-32.48463, -58.23637"
122,Power Gym,UBICACION_COMPARTIDA,"-32.48444, -58.23604"
231,Grido helado,UBICACION_COMPARTIDA,"-32.48472, -58.23599"
303,Laboratorio Bioquímico IZAGO,UBICACION_COMPARTIDA,"-32.48451, -58.23608"
419,Radio Mecano,UBICACION_COMPARTIDA,"-32.48451, -58.23578"
1143,SPA FranSIs,UBICACION_COMPARTIDA,"-32.4845128, -58.2361426"
1178,Luis Jones Internacional,UBICACION_COMPARTIDA,"-32.4846557, -58.2362278"
668,Pequeños Mimosos,UBICACION_COMPARTIDA,"-32.4845, -58.23539"
685,Almundo Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.4846, -58.23555"
489,1EN1 Arquitectura,UBICACION_COMPARTIDA,"-32.48469, -58.23475"
663,Portulaca,UBICACION_COMPARTIDA,"-32.48439, -58.23518"
529,Bilingual Institute Republic of Italy,UBICACION_COMPARTIDA,"-32.48451, -58.23459"
537,Joyería Relojería Le Brum,UBICACION_COMPARTIDA,"-32.48425, -58.23435"
545,Valhalla Calzados,UBICACION_COMPARTIDA,"-32.48426, -58.23443"
16,Librería del Colegio,UBICACION_COMPARTIDA,"-32.4844482, -58.2339686"
97,Colegio Superior del Uruguay 'Justo José de Urquiza',UBICACION_COMPARTIDA,"-32.48446, -58.23378"
401,Facultad de Ciencias de la Gestión - UADER,UBICACION_COMPARTIDA,"-32.48464, -58.23381"
100,Plaza General Francisco Ramírez,UBICACION_COMPARTIDA,"-32.48456, -58.23212"
859,Fletes H&P,UBICACION_COMPARTIDA,"-32.48461, -58.23207"
1343,Mole Construcciones,UBICACION_COMPARTIDA,"-32.484535, -58.232143"
1423,Mensajería Uruguay,UBICACION_COMPARTIDA,"-32.4845349, -58.2321416"
1459,Caren Bianchi - Lic. en Psicología,UBICACION_COMPARTIDA,"-32.4846054, -58.2320707"
30,ESTUDIO EMBON,UBICACION_COMPARTIDA,"-32.4845856, -58.2305201"
396,Imagine (Instituto de inglés),UBICACION_COMPARTIDA,"-32.48459, -58.23052"
1261,José Electricidad del Automóvil,UBICACION_COMPARTIDA,"-32.4839736, -58.2498059"
1286,Olivi Amoblamientos,UBICACION_COMPARTIDA,"-32.4838561, -58.2497544"
553,Juguetería Mauricio,UBICACION_COMPARTIDA,"-32.4839, -58.23393"
651,Raffe Perfumerías,UBICACION_COMPARTIDA,"-32.48422, -58.23392"
655,Premium Distribuidora Shop,UBICACION_COMPARTIDA,"-32.48409, -58.23389"
726,Elibel,UBICACION_COMPARTIDA,"-32.48392, -58.23402"
899,Farmacia Popular,UBICACION_COMPARTIDA,"-32.48415, -58.23403"
929,Estudio Jurídico Integral Satto & Asoc.,UBICACION_COMPARTIDA,"-32.48392, -58.23397"
234,Heladeria Bahillo,UBICACION_COMPARTIDA,"-32.48405, -58.23349"
552,Jugueteria Nico (Gral. Galarza),UBICACION_COMPARTIDA,"-32.4841, -58.23371"
906,Electrodomésticos El Entrerriano,UBICACION_COMPARTIDA,"-32.48407, -58.23363"
76,Abogada Tatiana Bozzolo - Estudio Juridico y Centro de Mediacion,UBICACION_COMPARTIDA,"-32.483948, -58.2328448"
166,La Ris,UBICACION_COMPARTIDA,"-32.4839406, -58.2329887"
168,Sanduba,UBICACION_COMPARTIDA,"-32.4839, -58.23286"
182,Helena Café Resto,UBICACION_COMPARTIDA,"-32.48401, -58.23322"
861,Fletes Va-Lejo,UBICACION_COMPARTIDA,"-32.48382, -58.23303"
939,Tomassi Sergio G. - Manzán Héctor M.,UBICACION_COMPARTIDA,"-32.48382, -58.23303"
144,Western Union,UBICACION_COMPARTIDA,"-32.48396, -58.23264"
370,Correo Argentino - Sucursal Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.48385, -58.23236"
180,Nero Café de especialidad,UBICACION_COMPARTIDA,"-32.48395, -58.23131"
183,London,UBICACION_COMPARTIDA,"-32.48376, -58.2316"
402,UNER Sede Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.48409, -58.23129"
406,Instituto iCIEC,UBICACION_COMPARTIDA,"-32.48386, -58.23133"
430,CECOM (Centro Comercial),UBICACION_COMPARTIDA,"-32.48395, -58.23131"
96,Museo Andrés García (MHN),UBICACION_COMPARTIDA,"-32.48394, -58.23079"
464,Museo de la Ciudad,UBICACION_COMPARTIDA,"-32.4838, -58.23083"
1492,"Espacio Saludable - Quiropraxia, Kinesiología, RPG",UBICACION_COMPARTIDA,"-32.4840004, -58.2291085"
1493,Diego Rode - Quiropráctico,UBICACION_COMPARTIDA,"-32.4839942, -58.2291156"
1494,LogicaPostural - Quiropráctico,UBICACION_COMPARTIDA,"-32.4839511, -58.2291485"
602,Taj,UBICACION_COMPARTIDA,"-32.48392, -58.22777"
865,Ardoy & Asociados,UBICACION_COMPARTIDA,"-32.48378, -58.22781"
392,Ps. Lemos Milagros,UBICACION_COMPARTIDA,"-32.48357, -58.23678"
1274,Cerrajería San Pedro,UBICACION_COMPARTIDA,"-32.483404, -58.2370481"
441,Fast Cred,UBICACION_COMPARTIDA,"-32.48371, -58.2359"
673,Kiosco Wonka,UBICACION_COMPARTIDA,"-32.48337, -58.23579"
728,Black On Line,UBICACION_COMPARTIDA,"-32.48345, -58.23587"
749,El Moro Pizza,UBICACION_COMPARTIDA,"-32.4833, -58.23581"
440,Cooperativa de Crédito Palmares Limitada,UBICACION_COMPARTIDA,"-32.48346, -58.23485"
746,Kinkito Peatonal,UBICACION_COMPARTIDA,"-32.48363, -58.23486"
535,Optica Peatonal,UBICACION_COMPARTIDA,"-32.48347, -58.23406"
551,Juguetería Mundo Didáctico,UBICACION_COMPARTIDA,"-32.48366, -58.23407"
652,Perfumería Los 95,UBICACION_COMPARTIDA,"-32.48345, -58.23398"
890,Farmacia Central,UBICACION_COMPARTIDA,"-32.48339, -58.23399"
893,Farmacia Con Salud Perfumería,UBICACION_COMPARTIDA,"-32.4834, -58.234"
986,Dulzuras,UBICACION_COMPARTIDA,"-32.48339, -58.23385"
228,Heladeria Suiza,UBICACION_COMPARTIDA,"-32.48355, -58.23359"
230,Marcela V Damilano,UBICACION_COMPARTIDA,"-32.48342, -58.23333"
541,Joyeria Brutten,UBICACION_COMPARTIDA,"-32.48345, -58.23354"
819,Estudio Jurídico Erpen Arnaldo Aníbal,UBICACION_COMPARTIDA,"-32.48342, -58.23333"
413,Kalahari Indumentaria,UBICACION_COMPARTIDA,"-32.48356, -58.23313"
773,Gabioud,UBICACION_COMPARTIDA,"-32.48336, -58.23287"
31,Estudio Contable Francou Terrile,UBICACION_COMPARTIDA,"-32.4836228, -58.2315946"
204,Tilcara,UBICACION_COMPARTIDA,"-32.48373, -58.2316"
410,Kairós Ind (indumentaria),UBICACION_COMPARTIDA,"-32.48352, -58.23136"
604,CBDeportes,UBICACION_COMPARTIDA,"-32.48342, -58.23154"
777,The Mix Tienda,UBICACION_COMPARTIDA,"-32.48346, -58.23141"
900,Farmacia Ramírez,UBICACION_COMPARTIDA,"-32.48363, -58.2314"
1057,Locos x las papas,UBICACION_COMPARTIDA,"-32.48354, -58.23139"
357,Juzgado Federal de Concepción del Uruguay N°1,UBICACION_COMPARTIDA,"-32.48358, -58.23085"
359,Juzgado Federal de Concepción del Uruguay N°2,UBICACION_COMPARTIDA,"-32.48352, -58.23076"
95,Museo Casa Delio Panizza (MHN),UBICACION_COMPARTIDA,"-32.48349, -58.23055"
294,Clínica Uruguay SRL,UBICACION_COMPARTIDA,"-32.48342, -58.23028"
759,Mingillo,UBICACION_COMPARTIDA,"-32.48349, -58.23027"
919,Centro de Estudios y Rehabilitación Cardiovascular,UBICACION_COMPARTIDA,"-32.48342, -58.23028"
1464,"Dr. Barbara, Francisco - Urólogo",UBICACION_COMPARTIDA,"-32.4834907, -58.2302891"
1516,Centro Tomográfico Uruguay SRL,UBICACION_COMPARTIDA,"-32.4834228, -58.2302791"
310,Instituto Odontológico HVT,UBICACION_COMPARTIDA,"-32.48345, -58.23001"
376,Dr Parra Fernando - Servicio de Diagnostico Por Imagenes,UBICACION_COMPARTIDA,"-32.48371, -58.23005"
378,RESONANCIA MAGNETICA DEL URUGUAY,UBICACION_COMPARTIDA,"-32.48346, -58.23017"
1145,Aurora Catalina,UBICACION_COMPARTIDA,"-32.4833188, -58.2298496"
1515,"Dr. Fonseca, Jorge Ignacio - Diagnóstico por Imágenes",UBICACION_COMPARTIDA,"-32.4834677, -58.2301811"
468,Plaza J. J. Urquiza,UBICACION_COMPARTIDA,"-32.48365, -58.22496"
469,Placita Urquiza,UBICACION_COMPARTIDA,"-32.4836, -58.22514"
921,Costa Uruguay Turismo,UBICACION_COMPARTIDA,"-32.48321, -58.2433"
988,Fiambrería Don Jamón,UBICACION_COMPARTIDA,"-32.48321, -58.2433"
691,Doctora Carla Berwart,UBICACION_COMPARTIDA,"-32.48318, -58.23851"
1474,Consultorio Dra Julia Berwart,UBICACION_COMPARTIDA,"-32.4832037, -58.2385836"
531,Optica Social (8 de Junio),UBICACION_COMPARTIDA,"-32.48292, -58.23517"
808,Navoni Propiedades,UBICACION_COMPARTIDA,"-32.48286, -58.23499"
995,El Rincón del Queso,UBICACION_COMPARTIDA,"-32.48293, -58.23523"
1129,"Peluquería ""Mariela""",UBICACION_COMPARTIDA,"-32.4828434, -58.2349013"
1186,NARCIZZA.NAILS,UBICACION_COMPARTIDA,"-32.4829881, -58.2349929"
407,EET Nº1 Ana Urquiza de Victorica,UBICACION_COMPARTIDA,"-32.48282, -58.23347"
709,Chi Pan,UBICACION_COMPARTIDA,"-32.48283, -58.23347"
722,Esther (bijouterie),UBICACION_COMPARTIDA,"-32.4832, -58.23327"
885,Veterinaria Cachorros,UBICACION_COMPARTIDA,"-32.48325, -58.23333"
1505,Geriátrico Residencia La Casa de Betty,UBICACION_COMPARTIDA,"-32.48325, -58.233334"
90,Colegio de Escribanos de Entre Rios,UBICACION_COMPARTIDA,"-32.483, -58.233"
92,Gluschancoff Mario Jose,UBICACION_COMPARTIDA,"-32.483, -58.233"
420,TECNO SIGOT,UBICACION_COMPARTIDA,"-32.48323, -58.23305"
437,Credife,UBICACION_COMPARTIDA,"-32.48304, -58.23322"
654,Simplicity,UBICACION_COMPARTIDA,"-32.48323, -58.23278"
1444,Electromecánica Huck,UBICACION_COMPARTIDA,"-32.483, -58.233"
1468,Dr Watters Carlos J,UBICACION_COMPARTIDA,"-32.483, -58.233"
1469,Pascal Hugo,UBICACION_COMPARTIDA,"-32.483, -58.233"
12,Libreria Universal. Café y libros,UBICACION_COMPARTIDA,"-32.483038, -58.232541"
101,La Peatonal Rocamora,UBICACION_COMPARTIDA,"-32.48323, -58.2326"
544,Calzados Ra-Car,UBICACION_COMPARTIDA,"-32.4832, -58.23265"
656,Librería Universal - Café y Libros,UBICACION_COMPARTIDA,"-32.48295, -58.23249"
659,Bazar Maravillas,UBICACION_COMPARTIDA,"-32.48307, -58.23231"
664,Givreco,UBICACION_COMPARTIDA,"-32.48325, -58.23234"
757,Foto Óptica Royal,UBICACION_COMPARTIDA,"-32.48289, -58.23261"
877,Calzados El Juanete,UBICACION_COMPARTIDA,"-32.48325, -58.23268"
1060,Punto Saludable,UBICACION_COMPARTIDA,"-32.48292, -58.23239"
129,Gran Texier Hotel Casino,UBICACION_COMPARTIDA,"-32.48284, -58.23152"
201,NISO RESTOBAR,UBICACION_COMPARTIDA,"-32.4828163, -58.2316689"
259,Hotel Plaza Carlos 1,UBICACION_COMPARTIDA,"-32.48278, -58.23169"
267,Big Lola,UBICACION_COMPARTIDA,"-32.4831, -58.2315"
974,Big Lola,UBICACION_COMPARTIDA,"-32.4831, -58.2315"
372,VIDA Emergencias Medicas Cooperativa Ltda.,UBICACION_COMPARTIDA,"-32.48304, -58.23098"
683,San Cristóbal Seguros,UBICACION_COMPARTIDA,"-32.48297, -58.23117"
1499,Medicina Laboral,UBICACION_COMPARTIDA,"-32.483037, -58.230985"
290,Farmacia Modelo,UBICACION_COMPARTIDA,"-32.48307, -58.23063"
299,Clínica De Ojos Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.48292, -58.23051"
515,Iglesia Transformados,UBICACION_COMPARTIDA,"-32.48281, -58.23031"
776,Clínica Oftalmológica Dra. Rosso,UBICACION_COMPARTIDA,"-32.48287, -58.23041"
1489,Optica Social (Rocamora),UBICACION_COMPARTIDA,"-32.4827791, -58.2305932"
275,Pizzeria Me Gusta,UBICACION_COMPARTIDA,"-32.48282, -58.22568"
1020,Pizzería Me Gusta,UBICACION_COMPARTIDA,"-32.48282, -58.22568"
1,Bulonera Uruguay,UBICACION_COMPARTIDA,"-32.4824818, -58.2434414"
715,La Estancia Carnicería,UBICACION_COMPARTIDA,"-32.4824, -58.24328"
1041,Mi princesita sándwich de miga,UBICACION_COMPARTIDA,"-32.48237, -58.24354"
1371,Folocars Repuestos Automotor,UBICACION_COMPARTIDA,"-32.4825782, -58.2433802"
716,Verdulería Lunita,UBICACION_COMPARTIDA,"-32.48249, -58.23722"
1325,Taller de Cocinas,UBICACION_COMPARTIDA,"-32.4824736, -58.2368403"
244,Cosa Nostra CDelU - Fiambrería,UBICACION_COMPARTIDA,"-32.48243, -58.23612"
336,Mr Anderson Barber Team (Posadas),UBICACION_COMPARTIDA,"-32.48242, -58.23598"
404,Eddis Educativa Concepción Del Uruguay,UBICACION_COMPARTIDA,"-32.48244, -58.23596"
574,Bonnet Cerrajería,UBICACION_COMPARTIDA,"-32.48264, -58.23592"
912,Mardon Enrique Arturo,UBICACION_COMPARTIDA,"-32.48244, -58.2359"
1027,Imperio del Pollo,UBICACION_COMPARTIDA,"-32.48248, -58.23607"
1271,Bonnet Cerrajeria,UBICACION_COMPARTIDA,"-32.4826961, -58.2359264"
1491,Optica Luz,UBICACION_COMPARTIDA,"-32.4824333, -58.2359176"
139,Galicia - Sucursal Concepción del Uruguay,UBICACION_COMPARTIDA,"-32.4827, -58.23412"
161,EL ARCA - Resto Bar,UBICACION_COMPARTIDA,"-32.48231, -58.23425"
461,Auditorio Municipal Carlos María Scelzi,UBICACION_COMPARTIDA,"-32.48254, -58.23355"
908,Maternidad Concepción,UBICACION_COMPARTIDA,"-32.48228, -58.23329"
1040,Sandwichería Santa Sofía,UBICACION_COMPARTIDA,"-32.48266, -58.2333"
148,RAPIPAGO,UBICACION_COMPARTIDA,"-32.48257, -58.23242"
248,HAMBURGO HAMBURGUESERIA,UBICACION_COMPARTIDA,"-32.48239, -58.23264"
268,Casa Coco café restó,UBICACION_COMPARTIDA,"-32.48254, -58.23264"
603,Bufalo S.A.,UBICACION_COMPARTIDA,"-32.48274, -58.23244"
676,Kiosco Cabe,UBICACION_COMPARTIDA,"-32.48252, -58.23248"
982,Casa Coco café restó,UBICACION_COMPARTIDA,"-32.48254, -58.23264"
1043,Vinoteca Satto,UBICACION_COMPARTIDA,"-32.48271, -58.23238"
1133,Barbería San Andreas,UBICACION_COMPARTIDA,"-32.482603, -58.2324477"
250,Angus Hamburguesas,UBICACION_COMPARTIDA,"-32.48227, -58.23193"
557,Floreria Capurro,UBICACION_COMPARTIDA,"-32.48238, -58.23222"
591,Gráfica - La Ocasión,UBICACION_COMPARTIDA,"-32.48238, -58.23222"
597,Salomé Guerrero Nutricionista,UBICACION_COMPARTIDA,"-32.48236, -58.23214"
289,People's Pharmacy,UBICACION_COMPARTIDA,"-32.48237, -58.2284"
635,BRODE Almacén Boutique,UBICACION_COMPARTIDA,"-32.48256, -58.2284"
697,Dra. Griselda Bracco,UBICACION_COMPARTIDA,"-32.48251, -58.2287"
1132,Peluqueria Lois Women,UBICACION_COMPARTIDA,"-32.482429, -58.228539"
285,Farmacias Villegas Del Pueblo 1,UBICACION_COMPARTIDA,"-32.48235, -58.22822"
398,ACUDEI,UBICACION_COMPARTIDA,"-32.48229, -58.22801"
800,CoreMove Pilates & Funcional,UBICACION_COMPARTIDA,"-32.48241, -58.22775"
477,Estudio Jurídico Sofía A. Boffelli,UBICACION_COMPARTIDA,"-32.48259, -58.22432"
598,Nutricionista Melanie Martínez,UBICACION_COMPARTIDA,"-32.48259, -58.22432"
282,Ricura Camp,UBICACION_COMPARTIDA,"-32.48193, -58.26897"
1012,Ricura Camp,UBICACION_COMPARTIDA,"-32.48193, -58.26898"
49,Yamil Servicio Mecánico,UBICACION_COMPARTIDA,"-32.4822321, -58.2459257"
448,Yamil Servicio Mecánico,UBICACION_COMPARTIDA,"-32.48223, -58.24593"
884,Belfos Clínica Veterinaria,UBICACION_COMPARTIDA,"-32.48195, -58.24307"
946,Lubriservice Carosini,UBICACION_COMPARTIDA,"-32.48195, -58.24307"
